gene	baseMean	estimate	stderror	statistic	p.value	p.adjusted	minus_log10_pvalue
CNAG_03612	1270.7323641919086	0.26957683163359625	0.2838784644155062	0.9496205786114971	0.34230507824221335	0.8798854081571046	0.46558665786997705
CNAG_03613	174.9093868672413	0.011330337276790059	0.1567330495015599	0.0722906707476351	0.9423705889373876	0.9971300521385945	0.025778276527176104
CNAG_03617	0.1685627313672412	-1.2556377016026716	1.8424824546834195	-0.6814923520226513	0.49556000442341636	0.9706387716697955	0.30490375185032004
CNAG_03618	50.41820063726578	-0.009587644263203078	0.4385825115899274	-0.021860525693207487	0.9825592131774623	0.9975636517163061	0.007641267739979883
CNAG_03619	164.3959706336	-0.007607102774155316	0.16604512172545013	-0.04581346741841292	0.9634589246345048	0.9971300521385945	0.016166795990193265
CNAG_03620	358.58598048344834	0.09474340840456377	0.18268069342839516	0.5186284693062	0.6040198521157151	0.9971300521385945	0.21894878733478712
CNAG_03621	3549.185616793356	0.28500956556661033	0.251828266251156	1.131761615998903	0.25773466911102005	0.7957484521937963	0.5888271585119763
CNAG_03622	367.41709956322046	-0.09659150975997086	0.12983750184933185	-0.7439415298675351	0.45691184915373634	0.950677002576279	0.3401675791836119
CNAG_03623	185.64598375730102	0.3053556096746578	0.5840919640409298	0.5227868700026496	0.6011225777070499	0.9971300521385945	0.22103695995445377
CNAG_03624	1243.6635778004427	-0.07713289141517775	0.5137321270886316	-0.1501422382366801	0.8806523963681637	0.9971300521385945	0.05519547879403932
CNAG_03625	825.7387753858574	0.1206751910302499	0.33111899901164255	0.36444659288791464	0.7155245481031788	0.9971300521385945	0.14537546194212256
CNAG_03626	177.14679624452927	-0.18831202013663767	0.28240283181051246	-0.6668205801243234	0.5048867454449295	0.9714984309711208	0.2968060304843242
CNAG_03627	3593.10614982539	0.1467093556573874	0.5156898939177145	0.2844914305821105	0.7760338002624989	0.9971300521385945	0.11011936257195754
CNAG_03628	194.63453757796606	-0.10622699073148247	0.35136779593807	-0.30232420830680057	0.7624049256868741	0.9971300521385945	0.11781430650441178
CNAG_03629	1278.1815645613976	0.10379387228797415	0.0766704091917489	1.3537670319248043	0.17581071478922725	0.6796630266515985	0.7549546603655845
CNAG_03630	0.623459800137207	-0.5507502640207051	0.8653045432785323	-0.6364814195173184	0.5244626876865806	0.9830695431239639	0.28028540376830346
CNAG_03631	161.8473569995347	0.38688941706482005	0.6470124782221934	0.5979628370195924	0.5498647302845969	0.9882344321629601	0.25974413617194364
CNAG_03632	120.92596378025648	-0.14631531686475635	0.14870656113398154	-0.9839197124122134	0.32515499057119146	0.8607716293363143	0.4879095759298112
CNAG_03633	185.6150214531678	-0.06690524440990431	0.14538798509066583	-0.46018413673028985	0.645384056329418	0.9971300521385945	0.19018176767968623
CNAG_03634	448.0113270537966	-0.2968027928561757	0.3692879707670405	-0.8037163849114627	0.42156078917492534	0.9332806628946347	0.3751397911467939
CNAG_03635	128.7737841488799	-0.07995011312078015	0.3086170555301415	-0.25905928297916675	0.7955895000573519	0.9971300521385945	0.09931095719320715
CNAG_03636	822.6483816814667	0.14703464062186794	0.34997050335525354	0.4201343805041013	0.6743872881028916	0.9971300521385945	0.17109062456184282
CNAG_03637	181.23294618393166	-0.7841611460538362	0.30214094274096726	-2.5953488426297677	0.009449495725959356	0.11753152894905611	2.024591367075572
CNAG_03638	671.940863577978	-0.10292195186381688	0.33400254811722085	-0.3081472055946579	0.7579703227829347	0.9971300521385945	0.12034779819898145
CNAG_03639	49.01821897533188	-0.5169882187536231	0.24853524433918953	-2.0801404651006408	0.037512650990454366	0.29979155160649673	1.4258222435047336
CNAG_03640	193.6493522230893	0.03098689077715313	0.09767290075313789	0.3172516689708084	0.7510526470504175	0.9971300521385945	0.12432961889183955
CNAG_03641	592.9117982927463	0.006207236082500895	0.11837578573432841	0.052436704381686954	0.9581807284657736	0.9971300521385945	0.018552568194152186
CNAG_03644	378.699243304406	-1.53523063653196	0.3574219371963522	-4.295289339469307	1.7446563958627914e-5	9.7715176816216e-4	4.758290093102795
CNAG_03645	3186.1090255529466	-0.09289122399732366	0.5166742341680235	-0.17978683250366082	0.8573199213145748	0.9971300521385945	0.06685708457085993
CNAG_03646	296.5775227601125	0.2372288125642307	0.11090776879901947	2.1389738079946663	0.03243778967527511	0.27513254146350363	1.4889487464625946
CNAG_03647	275.7717651046484	0.008116325445465531	0.12968106037833246	0.06258682202155738	0.9500955233472813	0.9971300521385945	0.022232728208976524
CNAG_03648	248.09446938407572	0.010345573913774251	0.26327999508090266	0.03929494875064543	0.968655233820821	0.9972166850399039	0.013830770619151337
CNAG_03649	232.10732384280408	0.09329818831218736	0.170135936936126	0.5483743763506838	0.5834348669708176	0.9946037294486432	0.2340076203281923
CNAG_03650	91.07411894542633	-0.29950952972774053	0.22568621775514042	-1.3271059823985139	0.1844736266628361	0.6907059491127294	0.7340657141309834
CNAG_03651	307.1390886949546	-0.3258880339314323	0.16261923392476973	-2.0039943988556317	0.04507066042375479	0.3305669542118898	1.3461060781329048
CNAG_03652	151.34298343979137	-0.07421760625257645	0.16327477242573113	-0.4545564826087009	0.6494283482488146	0.9971300521385945	0.18746875787305553
CNAG_03653	127.92616426734088	-0.19107653673963074	0.2238146558379715	-0.8537266517433013	0.3932564633867386	0.9167867397220252	0.40532413077682444
CNAG_03654	66.09938888083218	-0.5060392563012142	0.4074246641432295	-1.2420437465791636	0.21422042185115667	0.734846516787005	0.6691391297949937
CNAG_03655	209.94482064602863	-0.31397281818908673	0.2082661479441594	-1.5075556987459602	0.13166827831447367	0.595671510104932	0.8805188432035894
CNAG_03656	83.33437940076294	0.021910461534837458	0.21480608423569184	0.10200112167584893	0.918755784760592	0.9971300521385945	0.03679991345148182
