term_ID	description	frequency	plot_X	plot_Y	log_size	value	uniqueness	dispensability
GO:0005730	nucleolus	0.862267774247056	5.08320058627048	0.650008167436591	5.23664053269973	-4.40654598577161	0.599964906703971	0
GO:0030687	preribosome, large subunit precursor	0.0420483049967727	-4.72905359680571	1.76657798038812	3.92479599579791	-4.08654648078893	0.640427550089388	0
GO:0009331	glycerol-3-phosphate dehydrogenase complex	0.103603143207056	-4.36327264900595	-2.62352421130541	4.3163897510732	-2.35459834147482	0.66724552857926	0.25285935
GO:0030684	preribosome	0.182419338159979	-5.04135019112704	0.413959844397736	4.56207863900821	-3.33957745187034	0.629210903615278	0.54607196
GO:0031981	nuclear lumen	2.37534170185777	4.98034286571357	-0.568700567452285	5.6767228663729	-1.65703441204688	0.596463071717189	0.80687089
